Product URL,Product Name,Product Price,Rating,Number of ratings,Number of reviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1679388706&sprefix=ba%2Caps%2C283&sr=8-170,"WILDHORN 31L Laptop Backpack for Men / Women I Fits upto 15.6"" Laptop I Waterproof I Travel / Business / College Bookbags",₹599,4.1 out of 5 stars,949,155," ?LOTS OF STORAGE SPACE&POCKETS- This travel backpack design with multi independent pockets for large storage and organization for small items. 2 spacious main multi compartments with many hidden pockets can accommodate lots of stuffs like college supplies, travel accessories, clothes, stationery, notebook, Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.<br>   ?DIMENSION & DURABLE MATERIAL - Size of extra large backpack:18.89 x 12.0 x 2.99 (inches), perfect to throw under your seat on an airplane when you are traveling or on business trip.Separate padded laptop compartment fits most 15.5 inch laptop /Ipad/Computer.The business computer backpack made from high quality polyester fabric shockproof with high density nylon lining for better TEAR & WATER RESISTANT and heavy duty backpack.<br>   ?MULTIPURPOSE - At checkpoint, unfolds the travel backpack freely 90-180 degrees making you quickly through the airport security and keep items tidy, exclusive designed for airplane travel. The big backpack is perfect for indoor/outdoor activities. Served as a durable laptop backpack, large school backpack for Teen Boys/Girls, large laptop bag or spacious college backpack. Perfect travel gifts for men women who like international travel, camping, hiking and overnight trip.<br>   ?SECURE& SAFE - Durable Metal Zippers,protects wallet and other items inside from thief and offers a private space.So you never have to worry about someone stealing your laptop, ipad, business file, homework and anything value, keep you a nice peace of mind. Durable metal zippers close and open smoothly, ensure a secure and long-lasting usage everyday or weekend.;Age Range Description: Adult; Pocket Description: Utility Pocket; Pattern Name: Solid; Style Name: Classic<br>   ?BREATHABLE & COMFORTABLE - Padded and breathable mesh back panel of this Backpack design help for the air convection, ventilation and heat elimination. Comfortable wide breathable mesh shoulder straps with plentiful sponge pad help relieve the stress from your shoulder. Both sides of the shoulder strap with design, can hang sunglasses and other small pendants.Premium bookbags for men also school backpack for teen boys. And it is a Ideal gifts for men women.<br>  ",B09QL66G55,,WildHorn
https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_171?crid=2M096C61O4MLT&keywords=bags&qid=1679388706&sprefix=ba%2Caps%2C283&sr=8-171,"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)",₹999,4.3 out of 5 stars,"2,956",414," Fit Type: Western   MATERIAL: High Density Premium Nylon, Water Resistance. Dimension: L x W x H (46 x 30 x 14 cm). Capacity: 25 Litres. No. of compartment: 1   MAIN COMPARTMENT: A separate padded Laptop (size upto 15.6 inch) and tablet sleeves. Two Zippered pockets for small items. 180 degree opening creates enough space for carrying books or one day cloth. Small water bottle elastic pocket also attached. FRONT STASH POCKET, ANTI THEFT POCKET and USB CHARGING PORT  ",B082PKX18C,"Business Casual Charging Pack. USB CHARGING, GUARD AGAINST THEFT, WATER REPELLENT FABRIC. For Business travel. Structure: Laptop / Ipad Pocket / Phone / Document / Camera / Zipper Pockets.... Capacity: 15.6 Inches Laptop / I pad / Clothes / water bottle/ Umbrella / Cosmetic. No of Compartment : 1","Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990"
https://www.amazon.in/Aircase-Backpack-Rucksack-Anti-Theft-Charging/dp/B07SX3X79F/ref=sr_1_172?crid=2M096C61O4MLT&keywords=bags&qid=1679388706&sprefix=ba%2Caps%2C283&sr=8-172,"AirCase Laptop bag Anti Theft Backpack for Office College & Travel fits upto 15.6"" Laptop/Macbook, Waterproof, Durable, Multi-Pockets, 180° open (Black)- 1 Yr warranty","₹1,199",4.3 out of 5 stars,160,47," Ergonomic Design: AirCase Laptop Backpack is made of high quality PU Nylon Fabric for Up to 15.6 Inch Laptop. This Laptop Backpack has 1 Front Pocket, 2 Main Compartment for Laptop & Tablet and 1 Removable /Washable Pocket for Shoes, Wet Clothes, Tiffin Box, etc.<br>   Large Storage: This Stylish Laptop Backpack has large storage Up to 15.6 inch Laptop & Tablet with a secure Velcro closure and also store other belongings like clothes, wallet diary and side pocket for bottle.<br>   Lightweight & Durable: It is made of high quality PU Nylon Fabric for 15.6 inch laptop. Ruggedized water resistant base helps to protect from the elements. This Laptop Backpack comes with External Charging Port and there is a travel friendly trolley belt.<br>   Shoulder Straps: Breathable Mesh Padding at the back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit and also it as one small pocket on straps for some small belonging.; Specifications: Work up to 15.6"" Laptops, WARRANTY – 1 Year under Manufacturing Defect Only.<br>   Closure Type: Zipper; Special Features: Back Padding; Style Name: Rucksack Backpacks; Age Range Description: Adult; Warranty Description: 6 Months<br>  ",,,
https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B09HX54TGF/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1679388706&sprefix=ba%2Caps%2C283&sr=8-173,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Maroon College Bag,"₹1,181",4.2 out of 5 stars,"1,364",140," LAPTOP BACKPACK with USB PORT: With built in USB Port, this laptop backpack offers you a more convenient way to charge your phone while on the go. It accommodates laptops up to 15.6 inches. Perfect for daily commuters, college students and office use.<br>; DURABLE DESIGN: This Business Laptop backpack made of water-repellent polyester fabric and streamlined design with a padded interior to protect your laptop<br> <br>   COMFORTABLE FIT: This Minimalist Design Laptop backpack has a padded back panel and fully adjustable shoulder straps making it comfortable for all day use, plus Two quick access front zippered pockets for extra storage. Dimensions: 18.5 x 13 x 6.5 inches. Capacity: 26 Litre<br> <br>   CONVENIENT STORAGE: In addition to the laptop compartment, there are Separate Portable Zippered Pouch for All Small Gadgets, HDD, Power Bank, USB Cables, Power Adapters. Main compartment has organizer section with many to keep your pens, business cards, pendrive and other small items in organised way.; MADE IN INDIA : We Made this Elegant Laptop Bag in Our own Factory located in Mumbai. We offer 1 Year Manufacturer Warranty<br> <br>   Pattern Name: Solid; Age Range Description: Adult; Compartment Description: Up To 15 Inches; Water Resistance Level: Water Resistant; Warranty Description: Warranty Description: 1 Year Warranty Against Manufacturing Defects.<br> <br>   Pocket Description: Utility Pocket <br>  ",,,
https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1679388706&sprefix=ba%2Caps%2C283&sr=8-174,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),"₹1,439",4.1 out of 5 stars,"3,717",455," Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,<br><br> <br>   Water Resistant; Warranty type: Manufacturer, 1 year domestic warranty<br><br>; Internal compartments with organizer pockets and internal divider for organization<br><br> <br>   For Our Business & Fashionable Style Day Backpack<br>; Age Range Description: Adult; Style Name: Travel Backpacks; Closure Type: Zipper Snap<br> <br>   Closure Type: Zipper Snap; Age Range Description: Adult; Style Name: Travel Backpacks <br>   Strap Type: Double Handle; Pattern Name: Solid; Warranty Description: 1. Year Manufacturer Warranty; Compartment Description: Greater Than 17 Inches; Style Name: Country <br>  ",,,
https://www.amazon.in/PLAYY-BAGS-Backpack-College-Students/dp/B099N8JRVJ/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1679388706&sprefix=ba%2Caps%2C283&sr=8-175,PLAYY BAGS Large 35 L Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students(Navy Blue),₹599,3.3 out of 5 stars,111,18," COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women<br> <br>   PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop.<br> <br>   PROUDLY MADE IN INDIA: PLAYY BAGS is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.<br> <br>   Wide & cushioned shoulder strap for comfort; Well padded at the back to provide support<br>; Age Range Description: Kid; Special Features: Lightweight<br> <br>   Pattern Name: Solid <br>  ",B099N8JRVJ,,
https://www.amazon.in/Lunars-V-Line-Resistant-Bagpack-College/dp/B08BP5CYDV/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1679388706&sprefix=ba%2Caps%2C283&sr=8-176,"Lunar's V-Line Backpack for Men, Blue | 35L Water Resistant School Bags for Boys | Stylish, & Durable | College Bags for Men/College Bag for Girls | 1 Yr Warranty",₹799,4.1 out of 5 stars,"2,385",224," MADE IN INDIA - This “MAKE IN INDIA” backpack for men has features of 3 large zippered compartments, 1 vertical long zip pocket at front, 1 water bottle /umbrella pocket. This backpack for men is suitable for casual usage, school/college/travel etc. In deed a perfect all-rounder backpack, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. Great value !!   LOTS OF STORAGE SPACE – The school bags for boys front compartment has space for keeping tiffin box. Front pocket gives easy access to wallet / key chains/ stationary. Second and Third compartment are very spacious for keeping long books, files, binders and spacious enough to hold your Travel / Trip cloths. The base of college bag for women is made with 100% super strong 900D polyester fabric to protect your bag during daily use.   COMFY & STURDY – This backpack for men has comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Office bag for men is breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on; Age Range Description: Adult; Special Features: Water Bottle Umbrella Pouch.   SIZE & FEATURES - Compartment Description: Not Laptop Compatible; Pattern Name: Solid; Size: 19 inch X 13 inch X 8.75 inch. Capacity : 35 litres.   WATER RESISTANT WITH 1 YEAR WARRANTY – This college bags for men is stylish and durable backpack for school /college, daily casual use and travel. College bag for girls are made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.  ",B08BP5CYDV,,Lunar's
https://www.amazon.in/Lunars-V-Line-Resistant-Bagpack-College/dp/B08BP5CYDV/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-177,"Lunar's V-Line Backpack for Men, Blue | 35L Water Resistant School Bags for Boys | Stylish, & Durable | College Bags for Men/College Bag for Girls | 1 Yr Warranty",₹799,4.1 out of 5 stars,"2,385",224," MADE IN INDIA - This “MAKE IN INDIA” backpack for men has features of 3 large zippered compartments, 1 vertical long zip pocket at front, 1 water bottle /umbrella pocket. This backpack for men is suitable for casual usage, school/college/travel etc. In deed a perfect all-rounder backpack, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. Great value !!   LOTS OF STORAGE SPACE – The school bags for boys front compartment has space for keeping tiffin box. Front pocket gives easy access to wallet / key chains/ stationary. Second and Third compartment are very spacious for keeping long books, files, binders and spacious enough to hold your Travel / Trip cloths. The base of college bag for women is made with 100% super strong 900D polyester fabric to protect your bag during daily use.   COMFY & STURDY – This backpack for men has comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Office bag for men is breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on; Age Range Description: Adult; Special Features: Water Bottle Umbrella Pouch.   SIZE & FEATURES - Compartment Description: Not Laptop Compatible; Pattern Name: Solid; Size: 19 inch X 13 inch X 8.75 inch. Capacity : 35 litres.   WATER RESISTANT WITH 1 YEAR WARRANTY – This college bags for men is stylish and durable backpack for school /college, daily casual use and travel. College bag for girls are made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.  ",B08BP5CYDV,,Lunar's
https://www.amazon.in/Business-Casual-Compartment-Resistant-Backpack/dp/B08N6HSJJ5/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-178,URBAN WOLF 30L Casual Dual Compartment Water Resistant Laptop Backpack Unisex Bags for Office/ Travel/ Business/ College/ School (Black),₹719,4.0 out of 5 stars,923,240," HIGH QUALITY MATERIAL: The outside of this laptop backpack is made of high quality water Repellent Fabric.; MULTI LEVEL ORGANISER: The backpack has two front large zipper pocket for the ID card, Sanitizer, House keys, Pen and other small items. <br>   ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. <br>   MINIMAL FUNCTIONAL LITE WEIGHT: The urban wolf Backpack is designed around the workflows of executives, creatives, travelers and commuters. <br>   WATER RESISTANT MATERIAL: Advanced IPX4 coating on the material ensures resistance to water entering from any direction. <br>   Compartment Description: Up To 15 Inches; Pocket Description: Utility Pocket; Warranty Description: 6 Months Manufacturer Warranty.; Special Features: Anti-Theft; Age Range Description: Adult; Pattern Name: Solid; Strap Type: Adjustable <br>  ",,,
https://www.amazon.in/SAFARI-26-5-Laptop-Backpack-WANDERER19CBRED/dp/B07NSCCGBK/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-179,SAFARI 46 cms Red Laptop/Casual/School/College Backpack (WANDERER19CBRED),"₹1,149",4.3 out of 5 stars,264,37," Outer Material: Polyester, Color: Red; Not water resistant   Capacity: 26.5 liters; Weight: 490 grams; Dimensions: 18 cms x 32 cms x 46 cms (LxWxH)   Number of compartments: 3   Laptop Compatibility: Yes, Laptop Size: 17 inches   Special Features: Laptop Compartment; Closure Type: Zipper   17"" Laptop Cmpatible, Raincover, 3 Compartments  ",B07NSCCGBK,"Wanderer is a backpack that will nudge you to travel and explore with its travel inspired design elements. This backpack is 17"" Laptop compatible with 3 compartments, side pocket and raincover.",Safari
https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-180,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",₹931,4.3 out of 5 stars,"1,256",469," Water Proof with attached Rain cover.   Reflective Printing and in Built Laptop sleeve   3 compartment, 1 pockets and 2 Bottle pouch.   Comes with the F Gear promise of quality.   Size(Hxlxw)Cm-(50x31x21)  ",B078J63VRY,"Well if you are looking for a big bag which is also very Stylish, Durable, Waterproof with a Laptop in built sleeve then your search ends here. Yes you Got it Right!, This F Gear bag has three big compartments to boast of along with a huge horizontal pocket in the front and two bottle holders on both sides of the bag. It has an inbuilt Rain cover neatly tucked away in a concealed pocket along with Reflective Strips and Reflective Printing makes it a natural choice for rainy Season. Support at the base makes it suitable for rough/dirty terrains. Padded Shoulders and Back with Side Compression straps completes the picture. Comes with the F Gear promise for quality.",Uber Fashion Merchandise Pvt. Ltd.
https://www.amazon.in/Anti-Theft-Backpack-Expandable-Water-resistant-Convertible/dp/B0B6FZ3YNV/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-181,"Golden Wolf Backpack 35L Expandable Travel Backpack for Men and Women Anti-theft Laptop Bag with Lock Water-resistant Convertible Backpack with USB Port Travel Business College Bag for Men,Black","₹2,564",4.4 out of 5 stars,37,12," [Expandable&Large Capacity Backpack]-- The Backpack is Expandable by 9cm,about 38L super large capacity.profect for travel.you just need to open the zipper to change a large capacity travel backpack.easy to use for daily use and travel.according for your need,Freely change the mode. Golden Wolf original bag, 100% guarantee, two-year warranty. <br>   [Convertible Laptop Bag with Lock System&]--This backpack comes with a high-quality lock on the main compartment to avoid theft of the contents of your bag.Ensure secure storage of valuables in the pocket.there ate a thick handle,and the shoulder strap can be hidden fully.So can be carried by hand. <br>   [Multiple-function laptop backpack]-- This backpack is designed for Business,Travel,School.38L expandable super capacity and breathable,thick back and shoulder strap for travel,with a laptop compartment and anti-theft lock,Retractable backpack is perfect for Business and School.;Warranty Description: 2 Year Warranty; Style Name: Modern; Age Range Description: Adult <br>   [High-quailty Backpack for 15.6"" Laptop]-- The main body made by high quailty Oxford Cloth for water-resistant and durable.the inside of the bag made by polyester for Scratch/Abrasion resistant,Golden Wolf Backpack ensure use it for a long time. <br>   [Multi-compartments for store well]-- Four Zipper compartments for the backpack.1*small front compartment with hidden zipper+ 1*Large front compartments + 1*Main compartments with laptop pocket+ 1*waterproof side compartments.the anti-theft small compartments can store small items.the large front compartments with 5 pockets make you easy to find your items.the main expandable compartment with lock have a large capacity,you can store clothing and laptop for travle. <br>  ",B0B6FZ3YNV,,
https://www.amazon.in/ZaySoo-Casual-Backpack-College-Business/dp/B0BTD542W7/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-182,ZaySoo Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack - Black,₹394,Previous page,0,0," Care Instructions: Dry Clean Only   🎒 SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop/college backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort   🎒 COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men, women, boys, girls.   🎒 SMART & TRENDY LOOKS: This school/travel bag is smart, trendy and stylish in looks. The multipurpose bagpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.   🎒 ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Style Name: Casual; Age Range Description: Adult; Pocket Description: Utility Pocket   🎒 OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc  ",B0BTD542W7,"🎒About The Product🎒ZaySoo Presents This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements.🎒Features🎒:DURABLE MATERIAL: Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women.COMFY & STURDY: Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers. INNER MATERIAL: The material used in the inner compartments is thin yet strong and durable so, be assured of its quality. Thin material is used inside to make it lightweight & comfortable in carrying and to protect it from wear & tear.LOTS OF STORAGE SPACE & POCKETS: One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that is too organised. It has an internal organiser which is small pockets inside the first compartment for pens, diary, phone etc.",ZaySoo
https://www.amazon.in/ZIPLOC-Polyester-Waterproof-Backpack-Business/dp/B099FFLQ5Q/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-183,ZIPLOC Polyester 42 Liters Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack ( Black ),"₹1,599",3.6 out of 5 stars,10,2," LARGE CAPACITY - Travel laptop backpack for men for large storage and organization for small items.; COMFY&STURDY: Comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on<br>   DIMENSION AND DURABLE MATERIAL- Size of large backpack: 19 x 6 x 13 (inch) perfect to throw under your seat on an airplane when you are traveling or on business trip. Capacity: 42 L<br>   The back-luggage strap can help you fasten the carry-on backpack to your luggage/suitcase. It's a travel gift for men and an accessory for international airplane travel and day trip.<br>   DURABLE MATERIAL& SERVICE SUPPORT: Made of polyester with high quality smooth zippers and reinforced stitching for Long lasting durability. multi-functional work bagpack to carry on items, college/high school big student backpack for boys, girls, teens, adults<br>   Compartment Description: Up To 17 Inches; Style Name: Travel Backpacks; Pattern Name: Solid; Water Resistance Level: Water Resistant<br>  ",B099FFLQ5Q,,
https://www.amazon.in/F-Gear-Blow-Laptop-Backpack-Red/dp/B0749MPCFT/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-184,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Red,Grey) Sch Bag","₹1,096",4.4 out of 5 stars,281,99," Water Proof with attached Rain cover.   Reflective Printing and in Built Laptop sleeve   3 compartment, 1 pockets and 2 Bottle pouch.   Comes with the F Gear promise of quality.   Size(Hxlxw)Cm-(50x31x21)  ",B0749MPCFT,"Well if you are looking for a big bag which is also very Stylish, Durable, Waterproof with a Laptop in built sleeve then your search ends here. Yes you Got it Right!, This F Gear bag has three big compartments to boast of along with a huge horizontal pocket in the front and two bottle holders on both sides of the bag. It has an inbuilt Rain cover neatly tucked away in a concealed pocket along with Reflective Strips and Reflective Printing makes it a natural choice for rainy Season. Support at the base makes it suitable for rough/dirty terrains. Padded Shoulders and Back with Side Compression straps completes the picture. Comes with the F Gear promise for quality.",F Gear
https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D2ZFX/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-185,Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Navy College Bag,"₹1,181",4.2 out of 5 stars,"1,364",140," MADE IN INDIA : We Made this Elegant Laptop Bag in Our own Factory located in Mumbai. We offer 1 Year Manufacturer Warranty FREE NO-TOUCH DOOR OPENER: This Door Opener Keychain can be used to avoid touching surfaces contactless. Use it on door handles, ATM keypads, elevators, retail checkout payment pads etc<br>; Closure Type: Zipper Snap; Age Range Description: Adult; Pattern Name: Solid<br>; Pattern Name: Solid; Closure Type: Zipper Snap; Age Range Description: Adult<br><br> <br>   Water Resistance Level: Water Resistant; Strap Type: Adjustable Handle; Warranty Description: Cosmus Branded Backpack Comes With One Year Manufacturer Warranty.; Style Name: Casual Backpack<br><br> <br>   Special Features: Usb Port; Lining Description: Polyester; Material Type: Polyester <br>  ",,,
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_186?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-186,Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),"₹2,075",4.3 out of 5 stars,"1,159",308," Outer Material: Polyester, Color: Blue   Water Resistance: Water resistant; Dimensions: 35 cms x 19 cms x 47 cms (LxWxH)   Front pocket and front-top pocket for easy access to documents and travel liquids; main upper packing compartment with organizer, expandable storage space, and key clip; hide-away water-bottle pocket; tuck-away I pocket   Number of compartments: 2   Laptop Compatibility: Yes, Size: 16 inches   Light Weight   Durable  ",B012D51GXO,"The double compartment laptop bag has a padded sleeve for your laptop, an internal organiser and quick access pockets to store your essentials and accessories. With a side mesh pocket for your sipper or water bottle, the backpack has a Ventex back system that reduces perspiration. With ample support from the well cushioned back and a padded quick grab haul loop, this backpack is ideal for everyday use and for travel upto 2 days.",Wildcraft
https://www.amazon.in/Wildcraft-Solid-Backpack-Grey-11911/dp/B07N1CM9QS/ref=sr_1_187?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-187,Wildcraft 35 Ltrs 18.5 cms Backpack (11911 Grey_Grey),"₹1,266",4.2 out of 5 stars,160,23, <br>Number of Compartments: 2 Compartments; Material: Polyester; Synthetic<br>; <br>Warranty Description: 5 Years Manufacturing Warranty<br><br><br> <br>   Age Range Description: Adult; Closure Type: Zipper; Pattern Name: Solid; Pocket Description: Utility Pocket<br><br> <br>   Water Resistance Level: Water Resistant; Compartment Description: Not Laptop Compatible<br><br> <br>   Strap Type: Shoulder Strap; Special Features: Back Padding <br>  ,B07N1CM9QS,"A sporty versatile Backpack from Wildcraft, made of Polyester; Synthetic. It has a top opening compartment & 2 for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day. This backpack can be carried in 2 ways as it has an additional front handle to hold it in case you’re unable to carry it on your back.",
https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H/ref=sr_1_188?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-188,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"₹2,307",4.5 out of 5 stars,"6,675",912," Laptop Compatibility: Yes, Laptop Size: 17 inches   Outer Material: Polyester, Color: Black   Weight: 1.20 grams; Dimensions: 53 cms x 32 cms x 27 cms (LxWxH)   Number of compartments: 1; Warranty type: Manufacturer; 18 months   Closure Type: Zipper; Special Features: Back Padding; Pocket Description: Utility Pocket; Age Range Description: Adult  ",B07BZ5VC4H,,Safari Industries (India) Ltd
https://www.amazon.in/uppercase-Professional-Backpack-resistant-sustainable/dp/B0BRMWDNZ7/ref=sr_1_189?crid=2M096C61O4MLT&keywords=bags&qid=1679388798&sprefix=ba%2Caps%2C283&sr=8-189,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹2,400",4.7 out of 5 stars,19,13," Care Instructions: Wipe with Damp Cloth   Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product.   Handcrafted with care and made up of premium quality robust material   Padded laptop compartment fits up to 15.6"" Laptop, Tablet Sleeve; Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side   Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser   GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty  ",B0BRMWDNZ7,,Acefour Accessories Pvt. Ltd.
